Type|Fatal|NumberTrib|T1Killer|T2Killer|T3Killer|T4Killer|T5Killer|Event
Day|Y|3|1|-1|0|-1|-1|[Player1], [Player2], and [Player3] start fighting, but [Player2] runs away as [Player1] kills [Player3].
Day|Y|4|1|1|0|0|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player1] and [Player2] survive.
Day|Y|4|0|0|1|1|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player3] and [Player4] survive.
Day|Y|4|-1|1|0|-1|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] decides to kill [Player3].
Day|Y|4|-1|1|-1|0|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] decides to kill [Player4].
Day|Y|4|1|0|-1|-1|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] refuses to kill, so [Player1] kills [Player2] instead.
Day|Y|4|1|0|0|0|-1|[Player1] sets an explosive off, killing [Player2], [Player3], and [Player4].
Day|Y|4|0|0|0|0|-1|[Player1], [Player2], [Player3], and [Player4] form a suicide pact, killing themselves.
Day|Y|4|1|1|1|0|-1|[Player1], [Player2], and [Player3] track down and kill [Player4].
Day|Y|5|1|0|0|0|0|[Player1] sets an explosive off, killing [Player2], [Player3], [Player4] and [Player5].
Day|Y|5|1|1|1|1|0|[Player1], [Player2], [Player3], and [Player4] track down and kill [Player5].
Day|Y|5|1|1|1|0|0|[Player1], [Player2], and [Player3] successfully ambush and kill [Player4] and [Player5].
Day|Y|5|0|0|0|1|1|[Player1], [Player2], and [Player3] unsuccessfully ambush [Player4] and [Player5], who kill them instead.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] gathers as much food into a bag as they can before fleeing.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] races to the Feast and out of the corner of their eye they spot Sanad - who runs into a tree and dies on impact.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] runs away.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] sobs while gripping a photo of their friends and family.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] stuffs a bundle of dry clothing into a backpack before sprinting away.
Feast|N|1|-1|-1|-1|-1|-1|[Player1] takes a staff leaning against the cornucopia.
Feast|N|2|-1|-1|-1|-1|-1| [Player1] and [Player2] get into a fight over raw meat, but [Player2] gives up and runs away.
Feast|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] decide to work together to get more supplies.
Feast|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] get into a fight over raw meat, but [Player1] gives up and runs away.
Feast|N|2|-1|-1|-1|-1|-1|[Player1] destroys [Player2]'s memoirs out of spite.
Feast|N|2|-1|-1|-1|-1|-1|[Player1] steals [Player2]'s memoirs.
Feast|N|3|-1|-1|-1|-1|-1|[Player1], [Player2], and [Player3] confront each other, but grab what they want slowly to avoid conflict.
Feast|N|4|-1|-1|-1|-1|-1|[Player1], [Player2], [Player3], and [Player4] team up to grab food, supplies, weapons, and memoirs.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] accidently steps on a landmine.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] attempts to grab a supply but trips on a branch and dies.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] bleeds out due to untreated injuries.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] cannot handle the circumstances and commits suicide.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] dies from an infection.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] falls into a frozen lake and drowns.
Feast|Y|1|0|-1|-1|-1|-1|[Player1] falls into a pit and dies.
Feast|Y|2|1|0|-1|-1|-1|[Player1] ambushes [Player2] and kills them.
Feast|Y|2|0|0|-1|-1|-1|[Player1] and [Player2] threaten a double suicide. It fails and they die.
Feast|Y|2|1|0|-1|-1|-1|[Player1] bashes [Player2]'s head against a rock several times.
Feast|Y|2|1|0|-1|-1|-1|[Player1] bashes [Player2]'s head in with a mace.
Feast|Y|2|1|0|-1|-1|-1|[Player1] catches [Player2] off guard and kills them.
Feast|Y|2|1|0|-1|-1|-1|[Player1] convinces [Player2] to not kill them, only to kill [Player2] instead.
Feast|Y|2|1|0|-1|-1|-1|[Player1] decapitates [Player2] with a sword.
Feast|Y|2|0|1|-1|-1|-1|[Player1] is unable to convince [Player2] to not kill them.
Feast|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] as they try to run.
Feast|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] for their supplies.
Feast|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with a hatchet.
Feast|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with a sickle.
Feast|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with their own weapon.
Feast|Y|2|1|0|-1|-1|-1|[Player1] overpowers [Player2], killing them.
Feast|Y|2|1|0|-1|-1|-1|[Player1] pushes [Player2] off a cliff during a knife fight.
Feast|Y|2|1|0|-1|-1|-1|[Player1] repeatedly stabs [Player2] to death with sais.
Feast|Y|2|1|0|-1|-1|-1|[Player1] sets [Player2] on fire with a molotov.
Feast|Y|2|1|0|-1|-1|-1|[Player1] sets an explosive off, killing [Player2].
Feast|Y|2|1|0|-1|-1|-1|[Player1] severely injures [Player2] and leaves them to die.
Feast|Y|2|1|0|-1|-1|-1|[Player1] severely injures [Player2], but puts them out of their misery.
Feast|Y|2|1|0|-1|-1|-1|[Player1] severely slices [Player2] with a sword.
Feast|Y|2|1|0|-1|-1|-1|[Player1] shoots a poisonous blow dart into [Player2]'s neck, slowly killing them.
Feast|Y|2|1|0|-1|-1|-1|[Player1] shoots an arrow into [Player2]'s head.
Feast|Y|2|1|0|-1|-1|-1|[Player1] snaps [Player2]'s neck.
Feast|Y|2|1|0|-1|-1|-1|[Player1] spears [Player2] in the abdomen.
Feast|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] in the back with a trident.
Feast|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] while their back is turned.
Feast|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] with a tree branch.
Feast|Y|2|1|0|-1|-1|-1|[Player1] strangles [Player2] after engaging in a fist fight.
Feast|Y|2|1|0|-1|-1|-1|[Player1] strangles [Player2] with a rope.
Feast|Y|2|1|0|-1|-1|-1|[Player1] throws a knife into [Player2]'s chest.
Feast|Y|2|1|0|-1|-1|-1|[Player1] throws a knife into [Player2]'s head.
Feast|Y|2|1|0|-1|-1|-1|[Player1] tracks down and kills [Player2].
Feast|Y|2|0|1|-1|-1|-1|[Player1] tried to steal from [Player2] but was bonked on the head.
Feast|Y|2|1|0|-1|-1|-1|[Player1]'s trap kills [Player2].
Feast|Y|3|1|1|0|-1|-1|[Player1] and [Player2] track down and kill [Player3]
Feast|Y|3|1|1|0|-1|-1|[Player1] and [Player2] work together to drown [Player3].
Feast|Y|3|0|-1|1|-1|-1|[Player1] attacks [Player2], but [Player3] protects [Player2], killing [Player1].
Feast|Y|3|1|0|0|-1|-1|[Player1] sets an explosive off, killing [Player2], and [Player3].
Feast|Y|3|1|-1|0|-1|-1|[Player1] shoots an arrow at [Player2], but misses and kills [Player3] instead.
Feast|Y|3|1|0|0|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player1] triumphantly kills them both.
Feast|Y|3|0|1|0|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player2] triumphantly kills them both.
Feast|Y|3|0|0|1|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player3] triumphantly kills them both.
Feast|Y|3|1|-1|0|-1|-1|[Player1], [Player2], and [Player3] start fighting, but [Player2] runs away as [Player1] kills [Player3].
Feast|Y|4|1|1|0|0|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player1] and [Player2] survive.
Feast|Y|4|0|0|1|1|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player3] and [Player4] survive.
Feast|Y|4|1|0|0|0|-1|[Player1] sets an explosive off, killing [Player2], [Player3], and [Player4].
Feast|Y|4|0|0|0|0|-1|[Player1], [Player2], [Player3], and [Player4] form a suicide pact, killing themselves.
Feast|Y|4|1|1|1|0|-1|[Player1], [Player2], and [Player3] track down and kill [Player4].
Feast|Y|5|1|0|0|0|0|[Player1] sets an explosive off, killing [Player2], [Player3], [Player4] and [Player5].
Feast|Y|5|1|1|1|1|0|[Player1], [Player2], [Player3], and [Player4] track down and kill [Player5].
Feast|Y|5|1|1|1|0|0|[Player1], [Player2], and [Player3] successfully ambush and kill [Player4] and [Player5].
Feast|Y|5|0|0|0|1|1|[Player1], [Player2], and [Player3] unsuccessfully ambush [Player4] and [Player5], who kill them instead.
Night|N|1|-1|-1|-1|-1|-1|[Player1] attempts to start a fire, but is unsuccessful.
Night|N|1|-1|-1|-1|-1|-1|[Player1] climbs a tree to rest.
Night|N|1|-1|-1|-1|-1|-1|[Player1] cooks their food before putting their fire out.
Night|N|1|-1|-1|-1|-1|-1|[Player1] cries themselves to sleep.
Night|N|1|-1|-1|-1|-1|-1|[Player1] goes to sleep.
Night|N|1|-1|-1|-1|-1|-1|[Player1] hit the woah.
Night|N|1|-1|-1|-1|-1|-1|[Player1] is awoken by nightmares.
Night|N|1|-1|-1|-1|-1|-1|[Player1] is unable to start a fire and sleeps without warmth.
Night|N|1|-1|-1|-1|-1|-1|[Player1] juices up on illegal steroids.
Night|N|1|-1|-1|-1|-1|-1|[Player1] looks at the night sky.
Night|N|1|-1|-1|-1|-1|-1|[Player1] loses sight of where they are.
Night|N|1|-1|-1|-1|-1|-1|[Player1] passes out from exhaustion.
Night|N|1|-1|-1|-1|-1|-1|[Player1] prays to the giant rat that controls the universe.
Night|N|1|-1|-1|-1|-1|-1|[Player1] questions their sanity.
Night|N|1|-1|-1|-1|-1|-1|[Player1] quietly hums.
Night|N|1|-1|-1|-1|-1|-1|[Player1] receives a hatchet from an unknown sponsor.
Night|N|1|-1|-1|-1|-1|-1|[Player1] receives an explosive from an unknown sponsor.
Night|N|1|-1|-1|-1|-1|-1|[Player1] receives clean water from an unknown sponsor.
Night|N|1|-1|-1|-1|-1|-1|[Player1] receives fresh food from an unknown sponsor.
Night|N|1|-1|-1|-1|-1|-1|[Player1] receives medical supplies from an unknown sponsor.
Night|N|1|-1|-1|-1|-1|-1|[Player1] screams for help.
Night|N|1|-1|-1|-1|-1|-1|[Player1] sees a fire, but stays hidden.
Night|N|1|-1|-1|-1|-1|-1|[Player1] sets up camp for the night.
Night|N|1|-1|-1|-1|-1|-1|[Player1] starts a fire.
Night|N|1|-1|-1|-1|-1|-1|[Player1] stays awake all night.
Night|N|1|-1|-1|-1|-1|-1|[Player1] tends to their wounds.
Night|N|1|-1|-1|-1|-1|-1|[Player1] thinks about home.
Night|N|1|-1|-1|-1|-1|-1|[Player1] thinks about winning.
Night|N|1|-1|-1|-1|-1|-1|[Player1] tries to sing themselves to sleep.
Night|N|1|-1|-1|-1|-1|-1|[Player1] tries to treat their infection.
Night|N|1|-1|-1|-1|-1|-1|[Player1] wants a hug.
Night|N|1|-1|-1|-1|-1|-1|[Player1] wishes for someone to rid  of their crippling depression.
Night|N|1|-1|-1|-1|-1|-1|Dish hands [Player1] a nice warm cup of cum which they enjoy very much.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] enjoy a nice cup of boba.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] have an intimate cuddle session.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] have an intimate cuddle session.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] hold hands.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] huddle for warmth.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] run into each other and decide to truce for the night.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] sleep in shifts.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] talk about the tributes still alive.
Night|N|2|-1|-1|-1|-1|-1|[Player1] and [Player2] tell stories about themselves to each other.
Night|N|2|-1|-1|-1|-1|-1|[Player1] appraches [Player2]: 'Hey nice cock'. 
Night|N|2|-1|-1|-1|-1|-1|[Player1] approaches [Player2] and whips their dick out. 'So what are we gonna do about this?'
Night|N|2|-1|-1|-1|-1|-1|[Player1] begs for [Player2] to kill them. They refuse, keeping [Player1] alive.
Night|N|2|-1|-1|-1|-1|-1|[Player1] convinces [Player2] to snuggle with them.
Night|N|2|-1|-1|-1|-1|-1|[Player1] defeats [Player2] in a fight, but spares their life.
Night|N|2|-1|-1|-1|-1|-1|[Player1] destroys [Player2]'s supplies while they are asleep.
Night|N|2|-1|-1|-1|-1|-1|[Player1] lets [Player2] into their shelter.
Night|N|2|-1|-1|-1|-1|-1|[Player1] sexually harasses [Player2].
Night|N|2|-1|-1|-1|-1|-1|[Player1] simps for [Player2]
Night|N|2|-1|-1|-1|-1|-1|[Player1] tends to [Player2]'s wounds.
Night|N|3|-1|-1|-1|-1|-1|[Player1] [Player2] and [Player3] sing songs together.
Night|N|3|-1|-1|-1|-1|-1|[Player1], [Player2], and [Player3] cheerfully sing songs together.
Night|N|3|-1|-1|-1|-1|-1|[Player1], [Player2], and [Player3] discuss the games and what might happen in the morning.
Night|N|3|-1|-1|-1|-1|-1|[Player1], [Player2], and [Player3] sleep in shifts.
Night|N|4|-1|-1|-1|-1|-1|[Player1] fends [Player2], [Player3], and [Player4] away from their fire.
Night|N|4|-1|-1|-1|-1|-1|[Player1], [Player2], [Player3], and [Player4] sleep in shifts.
Night|N|4|-1|-1|-1|-1|-1|[Player1], [Player2], [Player3], and [Player4] tell each other ghost stories to lighten the mood.
Night|N|5|-1|-1|-1|-1|-1|[Player1], [Player2], [Player3], [Player4], and [Player5] sleep in shifts.
Night|Y|1|0|-1|-1|-1|-1|[Player1] accidently detonates a land mine while trying to arm it.
Night|Y|1|0|-1|-1|-1|-1|[Player1] accidently steps on a landmine.
Night|Y|1|0|-1|-1|-1|-1|[Player1] attempts to climb a tree, but falls to their death.
Night|Y|1|0|-1|-1|-1|-1|[Player1] bleeds out due to untreated injuries.
Night|Y|1|0|-1|-1|-1|-1|[Player1] cannot handle the circumstances and commits suicide.
Night|Y|1|0|-1|-1|-1|-1|[Player1] cries themselves to death.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies from an infection.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies from hunger.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies from hypothermia.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies from thirst.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies of alchohol poisoning.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies of dysentery.
Night|Y|1|0|-1|-1|-1|-1|[Player1] dies trying to escape the arena.
Night|Y|1|0|-1|-1|-1|-1|[Player1] falls into a frozen lake and drowns.
Night|Y|1|0|-1|-1|-1|-1|[Player1] falls into a pit and dies.
Night|Y|1|0|-1|-1|-1|-1|[Player1] gets lost in Narnia never to return.
Night|Y|1|0|-1|-1|-1|-1|[Player1] gets permabanned.
Night|Y|1|0|-1|-1|-1|-1|[Player1] is stabbed to death while walking in Vanier.
Night|Y|1|0|-1|-1|-1|-1|[Player1] unknowingly eats toxic berries.
Night|Y|1|0|-1|-1|-1|-1|[Player1] yeets themselves into a fire.
Night|Y|1|0|-1|-1|-1|-1|[Player1]'s prayers are finally answered and an angel takes them out of their misery.
Night|Y|1|0|-1|-1|-1|-1|[Player1]'s sleep paralysis demon kills them in the middle of the night.
Night|Y|2|1|0|-1|-1|-1|[Player1] ambushes [Player2] and kills them.
Night|Y|2|0|0|-1|-1|-1|[Player1] and [Player2] baise so intensely that they both roll off a cliff.
Night|Y|2|0|0|-1|-1|-1|[Player1] and [Player2] threaten a double suicide. It fails and they die.
Night|Y|2|0|0|-1|-1|-1|[Player1] attempts to climb a tree, but falls on [Player2], killing them both.
Night|Y|2|1|0|-1|-1|-1|[Player1] bashes [Player2]'s head against a rock several times.
Night|Y|2|1|0|-1|-1|-1|[Player1] bashes [Player2]'s head in with a mace.
Night|Y|2|0|1|-1|-1|-1|[Player1] begs for [Player2] to kill them. They reluctantly oblige, killing [Player1].
Night|Y|2|1|0|-1|-1|-1|[Player1] catches [Player2] off guard and kills them.
Night|Y|2|1|0|-1|-1|-1|[Player1] convinces [Player2] to not kill them, only to kill [Player2] instead.
Night|Y|2|1|0|-1|-1|-1|[Player1] decapitates [Player2] with a sword.
Night|Y|2|1|0|-1|-1|-1|[Player1] gobbles [Player2]'s toes.
Night|Y|2|0|1|-1|-1|-1|[Player1] is unable to convince [Player2] to not kill them.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] as they try to run.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] for their supplies.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] while they are sleeping.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with a hatchet.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with a sickle.
Night|Y|2|1|0|-1|-1|-1|[Player1] kills [Player2] with their own weapon.
Night|Y|2|1|0|-1|-1|-1|[Player1] overpowers [Player2], killing them.
Night|Y|2|0|-1|-1|-1|-1|[Player1] poisons [Player2]'s drink, but mistakes it for their own and dies.
Night|Y|2|1|0|-1|-1|-1|[Player1] poisons [Player2]'s drink. They drink it and die.
Night|Y|2|1|0|-1|-1|-1|[Player1] pushes [Player2] off a cliff during a knife fight.
Night|Y|2|1|0|-1|-1|-1|[Player1] repeatedly stabs [Player2] to death with sais.
Night|Y|2|1|0|-1|-1|-1|[Player1] rolls on [Player2] while sleeping and chokes him to death.
Night|Y|2|1|0|-1|-1|-1|[Player1] sets [Player2] on fire with a molotov.
Night|Y|2|1|0|-1|-1|-1|[Player1] sets an explosive off, killing [Player2].
Night|Y|2|1|0|-1|-1|-1|[Player1] severely injures [Player2] and leaves them to die.
Night|Y|2|1|0|-1|-1|-1|[Player1] severely injures [Player2], but puts them out of their misery.
Night|Y|2|1|0|-1|-1|-1|[Player1] severely slices [Player2] with a sword.
Night|Y|2|1|0|-1|-1|-1|[Player1] shoots a poisonous blow dart into [Player2]'s neck, slowly killing them.
Night|Y|2|1|0|-1|-1|-1|[Player1] shoots an arrow into [Player2]'s head.
Night|Y|2|1|0|-1|-1|-1|[Player1] silently snaps [Player2]'s neck.
Night|Y|2|1|0|-1|-1|-1|[Player1] spears [Player2] in the abdomen.
Night|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] in the back with a trident.
Night|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] while their back is turned.
Night|Y|2|1|0|-1|-1|-1|[Player1] stabs [Player2] with a tree branch.
Night|Y|2|1|0|-1|-1|-1|[Player1] strangles [Player2] after engaging in a fist fight.
Night|Y|2|1|0|-1|-1|-1|[Player1] strangles [Player2] with a rope.
Night|Y|2|1|0|-1|-1|-1|[Player1] taints [Player2]'s food, killing them.
Night|Y|2|1|0|-1|-1|-1|[Player1] throws a knife into [Player2]'s chest.
Night|Y|2|1|0|-1|-1|-1|[Player1] throws a knife into [Player2]'s head.
Night|Y|2|1|0|-1|-1|-1|[Player1] tracks down and kills [Player2].
Night|Y|2|1|0|-1|-1|-1|[Player1]'s trap kills [Player2].
Night|Y|2|-1|0|-1|-1|-1|In the dead of night [Player1] is awoken by a loud thud. It seems [Player2] fell out of a tree and died.
Night|Y|3|1|1|0|-1|-1|[Player1] and [Player2] track down and kill [Player3].
Night|Y|3|1|1|0|-1|-1|[Player1] and [Player2] work together to drown [Player3].
Night|Y|3|0|-1|1|-1|-1|[Player1] attacks [Player2], but [Player3] protects [Player2], killing [Player1].
Night|Y|3|1|0|0|-1|-1|[Player1] sets an explosive off, killing [Player2], and [Player3].
Night|Y|3|1|-1|0|-1|-1|[Player1] shoots an arrow at [Player2], but misses and kills [Player3] instead.
Night|Y|3|1|0|0|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player1] triumphantly kills them both.
Night|Y|3|0|1|0|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player2] triumphantly kills them both.
Night|Y|3|0|0|1|-1|-1|[Player1], [Player2], and [Player3] get into a fight. [Player3] triumphantly kills them both.
Night|Y|3|1|-1|0|-1|-1|[Player1], [Player2], and [Player3] start fighting, but [Player2] runs away as [Player1] kills [Player3].
Night|Y|4|1|1|0|0|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player1] and [Player2] survive.
Night|Y|4|0|0|1|1|-1|[Player1] and [Player2] fight [Player3] and [Player4]. [Player3] and [Player4] survive.
Night|Y|4|-1|1|0|-1|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] decides to kill [Player3].
Night|Y|4|-1|1|-1|0|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] decides to kill [Player4].
Night|Y|4|1|0|-1|-1|-1|[Player1] forces [Player2] to kill [Player3] or [Player4]. [Player2] refuses to kill, so [Player1] kills [Player2] instead.
Night|Y|4|1|0|0|0|-1|[Player1] sets an explosive off, killing [Player2], [Player3], and [Player4].
Night|Y|4|0|0|0|0|-1|[Player1], [Player2], [Player3], and [Player4] form a suicide pact, killing themselves.
Night|Y|4|1|1|1|0|-1|[Player1], [Player2], and [Player3] track down and kill [Player4].
Night|Y|5|1|0|0|0|0|[Player1] sets an explosive off, killing [Player2], [Player3], [Player4] and [Player5].
Night|Y|5|1|1|1|1|0|[Player1], [Player2], [Player3], and [Player4] track down and kill [Player5].
Night|Y|5|1|1|1|0|0|[Player1], [Player2], and [Player3] successfully ambush and kill [Player4], and [Player5].
Night|Y|5|0|0|0|1|1|[Player1], [Player2], and [Player3] unsuccessfully ambush [Player4] and [Player5], who kill them instead.
